locus_tag,product,protein_id
BHE81_RS28235,hypothetical protein,WP_004218186.1
BHE81_RS14390,DNA mismatch repair endonuclease MutH,WP_004143967.1
BHE81_RS14395,TerC family protein,WP_002915973.1
BHE81_RS14400,YgdI/YgdR family lipoprotein,WP_002915974.1
BHE81_RS14405,NADP(H)-dependent aldo-keto reductase,WP_002915975.1
BHE81_RS14410,lysophospholipid transporter LplT,WP_004185495.1
BHE81_RS14415,bifunctional acyl-ACP--phospholipid O-acyltransferase/long-chain-fatty-acid--ACP ligase,WP_002915977.1
BHE81_RS14425,HTH-type transcriptional regulator GalR,WP_002915981.1
BHE81_RS14430,GNAT family N-acetyltransferase,WP_023301514.1
BHE81_RS14435,GntR family transcriptional regulator,WP_004900355.1
BHE81_RS14440,glycoside hydrolase family 1 protein,WP_023301513.1
BHE81_RS14445,PTS sugar transporter subunit IIC,WP_004174520.1
BHE81_RS14450,LacI family DNA-binding transcriptional regulator,WP_004229436.1
BHE81_RS14455,diaminopimelate decarboxylase,WP_002915990.1
BHE81_RS14460,LysR family transcriptional regulator,WP_002915991.1
BHE81_RS14465,aspartate/glutamate racemase,WP_023286845.1
BHE81_RS14470,cupin domain-containing protein,WP_002915993.1
BHE81_RS14475,carbohydrate ABC transporter permease,WP_002915995.1
BHE81_RS14480,carbohydrate ABC transporter permease,WP_002915996.1
BHE81_RS14485,ABC transporter ATP-binding protein,WP_023278750.1
BHE81_RS14490,ABC transporter substrate-binding protein,WP_110246453.1
BHE81_RS14495,carbohydrate porin,WP_004149644.1
BHE81_RS14500,glycoside hydrolase family 32 protein,WP_024622945.1
BHE81_RS14505,MFS transporter,WP_002916000.1
BHE81_RS28240,hypothetical protein,WP_004143987.1
BHE81_RS14510,LacI family DNA-binding transcriptional regulator,WP_004149647.1
BHE81_RS14515,sugar porter family MFS transporter,WP_002916001.1
BHE81_RS14520,2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase KduD,WP_002916003.1
BHE81_RS28970,hypothetical protein,WP_032410097.1
BHE81_RS14525,oligogalacturonate lyase family protein,WP_023342617.1
BHE81_RS14530,KdgM family porin OmpK26,WP_002916050.1
BHE81_RS14535,acetyl-CoA C-acetyltransferase,WP_002916052.1
BHE81_RS14540,LysR family transcriptional regulator,WP_002916055.1
BHE81_RS14545,multidrug/biocide efflux PACE transporter,WP_002916056.1
BHE81_RS14550,amino acid permease,WP_002916058.1
BHE81_RS14555,aldo/keto reductase family oxidoreductase,WP_002916061.1
BHE81_RS14560,transcriptional activator MrkH,WP_004152886.1
BHE81_RS14565,transcriptional regulator MrkI,WP_002916079.1
BHE81_RS14570,phosphodiesterase MrkJ,WP_004149658.1
BHE81_RS14575,type 3 fimbria minor subunit MrkF,WP_002916122.1
BHE81_RS14580,type 3 fimbria adhesin subunit MrkD,WP_004149659.1
BHE81_RS14585,type 3 fimbria usher protein MrkC,WP_000813718.1
BHE81_RS14590,type 3 fimbria chaperone MrkB,WP_000820818.1
BHE81_RS14595,type 3 fimbria major subunit MrkA,WP_002916128.1
BHE81_RS14600,DUF1471 domain-containing protein,WP_002916131.1
BHE81_RS14605,EamA family transporter,
BHE81_RS14610,MarR family winged helix-turn-helix transcriptional regulator,WP_002916184.1
BHE81_RS14615,nickel/cobalt transporter,WP_021440688.1
BHE81_RS29030,hypothetical protein,WP_004144011.1
BHE81_RS14625,type 1 fimbria switch DNA invertase FimB,WP_004151951.1
BHE81_RS14630,type 1 fimbria switch DNA invertase FimE,WP_040166276.1
BHE81_RS14635,type 1 fimbrial major subunit FimA,WP_002916190.1
BHE81_RS14640,fimbrial protein,WP_004174507.1
BHE81_RS14645,fimbria/pilus periplasmic chaperone,WP_004144024.1
BHE81_RS14650,fimbrial biogenesis usher protein,WP_021440691.1
BHE81_RS14655,fimbrial protein,WP_004185520.1
BHE81_RS14660,fimbrial protein,WP_004229447.1
BHE81_RS14665,fimbrial protein,WP_024264619.1
BHE81_RS14670,EAL domain-containing protein,WP_023301510.1
BHE81_RS14675,GNAT family N-acetyltransferase,WP_002916201.1
BHE81_RS14680,4Fe-4S mono-cluster protein YjdI,WP_002916202.1
BHE81_RS14685,YtcA family lipoprotein,WP_002916204.1
BHE81_RS14690,multidrug transporter subunit MdtN,WP_004174502.1
BHE81_RS14695,multidrug efflux transporter permease subunit MdtO,WP_004151786.1
BHE81_RS14700,MdtP family multidrug efflux transporter outer membrane subunit,WP_023301509.1
BHE81_RS14705,DUF1889 family protein,WP_002916274.1
BHE81_RS14710,peptide MFS transporter,WP_023301508.1
BHE81_RS14715,glutaredoxin-dependent arsenate reductase,WP_016947386.1
BHE81_RS14720,arsenic transporter,WP_023301507.1
BHE81_RS14725,metalloregulator ArsR/SmtB family transcription factor,WP_002916281.1
BHE81_RS14730,YciI family protein,WP_002916282.1
BHE81_RS14735,DUF1349 domain-containing protein,WP_002916283.1
BHE81_RS29035,hypothetical protein,WP_004174494.1
BHE81_RS14745,LysR family transcriptional regulator,WP_004174493.1
BHE81_RS14750,superoxide dismutase,WP_004151785.1
BHE81_RS14755,NAD(P)H-dependent oxidoreductase,WP_023285538.1
BHE81_RS14760,aldo/keto reductase,WP_023301506.1
BHE81_RS14765,carboxymuconolactone decarboxylase family protein,WP_004185540.1
BHE81_RS14770,LysR family transcriptional regulator,WP_023301505.1
BHE81_RS14775,MFS transporter,WP_023301504.1
BHE81_RS14780,hypothetical protein,WP_025861868.1
BHE81_RS14785,DUF6971 family protein,WP_102007968.1
BHE81_RS14795,Rha family transcriptional regulator,WP_012540600.1
BHE81_RS14800,DUF4145 domain-containing protein,WP_110246459.1
BHE81_RS14805,site-specific integrase,WP_110246460.1
BHE81_RS14815,amidase activator ActS,WP_004157874.1
BHE81_RS14820,isopentenyl-diphosphate Delta-isomerase,WP_002916298.1
BHE81_RS14825,lysine--tRNA ligase,WP_002916299.1
BHE81_RS14830,peptide chain release factor 2,WP_095858446.1
BHE81_RS14830,peptide chain release factor 2,WP_095858446.1
BHE81_RS14835,single-stranded-DNA-specific exonuclease RecJ,WP_004149758.1
BHE81_RS14840,bifunctional protein-disulfide isomerase/oxidoreductase DsbC,WP_004185548.1
BHE81_RS14845,site-specific tyrosine recombinase XerD,WP_004144729.1
BHE81_RS14850,flavodoxin FldB,WP_002916308.1
BHE81_RS14855,protein YgfX,WP_002916310.1
BHE81_RS14860,FAD assembly factor SdhE,WP_002916312.1
BHE81_RS14865,tRNA-modifying protein YgfZ,WP_023342614.1
BHE81_RS14870,PAQR family membrane homeostasis protein TrhA,WP_002916317.1
BHE81_RS14875,N(4)-acetylcytidine aminohydrolase,WP_004144734.1
BHE81_RS14880,MurR/RpiR family transcriptional regulator,WP_023342613.1
BHE81_RS14885,6-phospho-beta-glucosidase BglA,WP_002916322.1
BHE81_RS14890,hypothetical protein,WP_004185561.1
BHE81_RS14895,protein-disulfide reductase DsbD family protein,WP_009308616.1
BHE81_RS14900,DsbA family protein,WP_009308617.1
BHE81_RS14905,protein disulfide oxidoreductase,WP_023282980.1
BHE81_RS14910,SDR family oxidoreductase,WP_004174442.1
BHE81_RS14915,aminomethyl-transferring glycine dehydrogenase,WP_004900541.1
BHE81_RS14920,glycine cleavage system protein GcvH,WP_002916479.1
BHE81_RS14925,glycine cleavage system aminomethyltransferase GcvT,WP_023301503.1
BHE81_RS14930,FAD-dependent 2-octaprenylphenol hydroxylase,WP_004149783.1
BHE81_RS14935,2-octaprenyl-6-methoxyphenyl hydroxylase,WP_002916482.1
BHE81_RS14940,Xaa-Pro aminopeptidase,WP_004193720.1
BHE81_RS14945,YecA family protein,WP_002916486.1
BHE81_RS14950,cell division protein ZapA,WP_002916488.1
BHE81_RS14960,5-formyltetrahydrofolate cyclo-ligase,WP_004144746.1
BHE81_RS14965,phosphoglycerate dehydrogenase,WP_002916493.1
BHE81_RS14970,ribose-5-phosphate isomerase RpiA,WP_149888809.1
BHE81_RS14975,DNA-binding transcriptional regulator ArgP,WP_002916497.1
BHE81_RS14980,oxidative stress defense protein,WP_002916499.1
BHE81_RS14985,arginine exporter ArgO,WP_004144747.1
BHE81_RS14990,small-conductance mechanosensitive channel MscS,WP_002916504.1
BHE81_RS14995,class II fructose-bisphosphate aldolase,WP_004144748.1
BHE81_RS15000,phosphoglycerate kinase,WP_002916508.1
BHE81_RS15005,erythrose-4-phosphate dehydrogenase,WP_002916512.1
BHE81_RS15010,transketolase,WP_004174438.1
BHE81_RS15015,M48 family metallopeptidase,WP_004151780.1
BHE81_RS28790,hypothetical protein,
BHE81_RS15025,OprD family outer membrane porin,
BHE81_RS15030,agmatinase,WP_002916572.1
BHE81_RS15035,biosynthetic arginine decarboxylase,WP_023342612.1
BHE81_RS15040,acid stress response protein YqgB,WP_002916578.1
BHE81_RS15045,methionine adenosyltransferase,WP_004149807.1
BHE81_RS15050,sugar porter family MFS transporter,WP_002916587.1
BHE81_RS15055,SprT family zinc-dependent metalloprotease,WP_002916588.1
BHE81_RS15060,deoxyribonuclease I,WP_002916589.1
BHE81_RS15065,16S rRNA (uracil(1498)-N(3))-methyltransferase,WP_002916597.1
BHE81_RS15070,glutathione synthase,WP_023286872.1
BHE81_RS15075,YqgE/AlgH family protein,WP_002916603.1
BHE81_RS15080,Holliday junction resolvase RuvX,WP_002916605.1
BHE81_RS15085,LuxR family transcriptional regulator,WP_002916607.1
BHE81_RS15090,type IV pilus twitching motility protein PilT,WP_004149811.1
BHE81_RS15095,YggS family pyridoxal phosphate-dependent enzyme,WP_004144780.1
BHE81_RS15100,YggT family protein,WP_002916613.1
BHE81_RS15105,DUF167 family protein YggU,WP_002916614.1
BHE81_RS15110,XTP/dITP diphosphatase,WP_002916615.1
BHE81_RS15115,radical SAM family heme chaperone HemW,WP_016529066.1
BHE81_RS15120,sugar ABC transporter substrate-binding protein,WP_004185615.1
BHE81_RS15125,ATP-binding cassette domain-containing protein,WP_004181271.1
BHE81_RS15130,sugar ABC transporter permease,WP_004181281.1
BHE81_RS15135,DUF2884 domain-containing protein,WP_019704316.1
BHE81_RS15140,YggL family protein,WP_002916620.1
BHE81_RS15145,tRNA (guanosine(46)-N7)-methyltransferase TrmB,WP_002916627.1
BHE81_RS15150,A/G-specific adenine glycosylase,WP_004185621.1
BHE81_RS15155,oxidative damage protection protein,WP_004105744.1
BHE81_RS15160,membrane-bound lytic murein transglycosylase MltC,WP_002916629.1
BHE81_RS15165,nucleoside permease,WP_004144787.1
BHE81_RS15170,ornithine decarboxylase,WP_009484134.1
BHE81_RS15180,DUF554 domain-containing protein,WP_004174418.1
BHE81_RS15190,pyridoxal-phosphate dependent enzyme,WP_004181304.1
BHE81_RS15195,trans-sulfuration enzyme family protein,WP_023301497.1
BHE81_RS15200,LysR family transcriptional regulator,WP_004181308.1
BHE81_RS15205,short chain dehydrogenase,WP_004174410.1
BHE81_RS15210,hypothetical protein,WP_004185642.1
BHE81_RS15215,hypothetical protein,WP_002916738.1
BHE81_RS15220,PLP-dependent aminotransferase family protein,WP_110246683.1
BHE81_RS15225,bifunctional glutathionylspermidine amidase/synthase,WP_023301496.1
BHE81_RS28255,hypothetical protein,WP_004217169.1
BHE81_RS15230,DsbA family protein,WP_004150918.1
BHE81_RS15235,glutathione-dependent disulfide-bond oxidoreductase,WP_002916742.1
BHE81_RS15240,DUF2623 domain-containing protein,WP_002916743.1
BHE81_RS15245,YghX family hydrolase,WP_019704982.1
BHE81_RS15250,TIGR00645 family protein,WP_004105804.1
BHE81_RS15255,glycoside hydrolase 43 family protein,WP_023301306.1
BHE81_RS15260,glycoside-pentoside-hexuronide (GPH):cation symporter,WP_023342607.1
BHE81_RS15265,TonB system transport protein ExbD,WP_002916785.1
BHE81_RS15270,tol-pal system-associated acyl-CoA thioesterase,WP_004174395.1
BHE81_RS15275,hypothetical protein,WP_004213772.1
BHE81_RS15280,cystathionine beta-lyase,WP_004213773.1
BHE81_RS15285,DedA family general envelope maintenance protein YghB,WP_002916791.1
BHE81_RS15290,AraC family transcriptional regulator,WP_110246684.1
BHE81_RS15295,alcohol dehydrogenase,WP_004144551.1
BHE81_RS15300,2%2C5-didehydrogluconate reductase DkgA,WP_002916796.1
BHE81_RS15305,GNAT family N-acetyltransferase,WP_004144550.1
BHE81_RS15310,YgiQ family radical SAM protein,
BHE81_RS15315,cell division protein FtsP,WP_004144547.1
BHE81_RS15320,1-acylglycerol-3-phosphate O-acyltransferase,WP_002916826.1
BHE81_RS15325,DNA topoisomerase IV subunit A,WP_004181324.1
BHE81_RS15330,AraC family transcriptional regulator,WP_023301492.1
BHE81_RS15335,YgiW/YdeI family stress tolerance OB fold protein,WP_002916833.1
BHE81_RS15340,quorum sensing response regulator transcription factor QseB,WP_002916836.1
BHE81_RS15345,quorum sensing histidine kinase QseC,WP_023301491.1
BHE81_RS15350,NAD(P)H-dependent oxidoreductase,WP_002916840.1
BHE81_RS15355,putative quinol monooxygenase,WP_002916842.1
BHE81_RS15360,DNA topoisomerase IV subunit B,WP_002916844.1
BHE81_RS15365,esterase YqiA,WP_002916845.1
BHE81_RS15370,3'%2C5'-cyclic-AMP phosphodiesterase,WP_002916846.1
BHE81_RS15375,DUF1249 family protein,WP_002916847.1
BHE81_RS15380,ADP-ribose diphosphatase,WP_002916848.1
BHE81_RS15385,outer membrane channel protein TolC,WP_004174363.1
BHE81_RS15390,DUF1190 family protein,WP_002916849.1
BHE81_RS15395,glutathionylspermidine synthase family protein,WP_004144540.1
BHE81_RS15400,4%2C5-DOPA dioxygenase extradiol,WP_004174357.1
BHE81_RS15405,zinc transporter ZupT,WP_002916852.1
BHE81_RS15410,3%2C4-dihydroxy-2-butanone-4-phosphate synthase,WP_004185664.1
BHE81_RS15415,ubiquinone biosynthesis accessory factor UbiK,WP_004174355.1
BHE81_RS15420,cell surface composition regulator GlgS,WP_004174354.1
BHE81_RS28260,hypothetical protein,WP_004144536.1
BHE81_RS15425,bifunctional D-glycero-beta-D-manno-heptose-7-phosphate kinase/D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase HldE,WP_002916858.1
BHE81_RS15430,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,WP_002916860.1
BHE81_RS15435,inorganic triphosphatase,WP_023342606.1
BHE81_RS15440,TIGR04211 family SH3 domain-containing protein,WP_002916862.1
BHE81_RS15445,multifunctional CCA addition/repair protein,WP_023342605.1
BHE81_RS15450,undecaprenyl-diphosphate phosphatase,WP_004144532.1
BHE81_RS15455,bifunctional dihydroneopterin aldolase/7%2C8-dihydroneopterin epimerase,WP_004150923.1
BHE81_RS15460,glycerol-3-phosphate 1-O-acyltransferase PlsY,WP_015958998.1
BHE81_RS28265,hypothetical protein,WP_020324810.1
BHE81_RS15465,short-chain dehydrogenase,WP_004144529.1
BHE81_RS15470,urease accessory protein UreD,WP_002916869.1
BHE81_RS15475,urease subunit gamma,WP_002916871.1
BHE81_RS15480,urease subunit beta,WP_002916872.1
BHE81_RS28795,urease subunit alpha,WP_228268719.1
BHE81_RS28800,urease subunit alpha,WP_228268720.1
BHE81_RS15490,urease accessory protein UreE,WP_004215466.1
BHE81_RS15495,urease accessory protein UreF,WP_004150924.1
BHE81_RS15500,urease accessory protein UreG,WP_002916877.1
BHE81_RS15505,purine-cytosine permease family protein,WP_023283001.1
BHE81_RS15510,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD,WP_004900709.1
BHE81_RS15515,30S ribosomal protein S21,WP_001144069.1
BHE81_RS15520,DNA primase,WP_023342604.1
BHE81_RS15525,RNA polymerase sigma factor RpoD,WP_004174339.1
BHE81_RS15530,G/U mismatch-specific DNA glycosylase,WP_002917636.1
BHE81_RS15540,DNA-binding transcriptional regulator,WP_032454093.1
BHE81_RS15545,phage late control D family protein,WP_110246532.1
BHE81_RS15550,phage tail protein,WP_110246533.1
BHE81_RS15555,phage tail tape measure protein,WP_110246534.1
BHE81_RS15560,GpE family phage tail protein,WP_014343413.1
BHE81_RS15565,phage tail assembly protein,WP_047934997.1
BHE81_RS15570,phage major tail tube protein,WP_032697532.1
BHE81_RS15575,phage tail sheath protein,WP_020316736.1
BHE81_RS15580,phage tail protein,WP_110246535.1
BHE81_RS15585,SGNH/GDSL hydrolase family protein,WP_149888810.1
BHE81_RS15590,phage tail protein I,WP_172622148.1
BHE81_RS15595,baseplate assembly protein,WP_110246538.1
BHE81_RS15600,GPW/gp25 family protein,WP_023327805.1
BHE81_RS15605,phage baseplate assembly protein V,WP_258316346.1
BHE81_RS15610,phage virion morphogenesis protein,WP_110246540.1
BHE81_RS15615,phage tail protein,WP_110246541.1
BHE81_RS28805,Rz1-like lysis system protein LysC,WP_142484729.1
BHE81_RS15625,Rz-like lysis system protein LysB,WP_110246542.1
BHE81_RS15630,glycoside hydrolase family protein,WP_110246543.1
BHE81_RS15635,phage holin family protein,WP_049157366.1
BHE81_RS15640,tail protein X,WP_004175163.1
BHE81_RS15645,head completion/stabilization protein,WP_009309691.1
BHE81_RS15650,terminase endonuclease subunit,WP_101987951.1
BHE81_RS15655,phage major capsid protein%2C P2 family,WP_064184060.1
BHE81_RS15660,GPO family capsid scaffolding protein,WP_110246545.1
BHE81_RS15665,terminase ATPase subunit family protein,WP_064184062.1
BHE81_RS15670,phage portal protein,WP_110246546.1
BHE81_RS15675,hypothetical protein,WP_110246547.1
BHE81_RS15680,hypothetical protein,WP_110246548.1
BHE81_RS15685,DinI-like family protein,WP_110246549.1
BHE81_RS15690,replication endonuclease,WP_172622149.1
BHE81_RS15695,DUF3850 domain-containing protein,WP_057222568.1
BHE81_RS15700,DUF5405 family protein,WP_057222569.1
BHE81_RS15705,3'-5' exonuclease,WP_057222570.1
BHE81_RS15710,TraR/DksA family transcriptional regulator,WP_110246551.1
BHE81_RS15715,DUF2732 family protein,WP_110246552.1
BHE81_RS15720,hypothetical protein,WP_049123877.1
BHE81_RS15725,phage filamentation protein Fil family protein,WP_110246553.1
BHE81_RS15730,phage regulatory CII family protein,WP_023317766.1
BHE81_RS15735,hypothetical protein,WP_004195891.1
BHE81_RS15740,phage repressor protein CI,WP_110246554.1
BHE81_RS15745,tyrosine-type recombinase/integrase,WP_110246555.1
BHE81_RS15750,hypothetical protein,WP_004889691.1
BHE81_RS15755,HdeA/HdeB family chaperone,WP_004900718.1
BHE81_RS15760,acid-sensing system DNA-binding response regulator EvgA,WP_004185745.1
BHE81_RS15765,ATP-binding protein,WP_023342603.1
BHE81_RS15770,YfdX family protein,WP_004144810.1
BHE81_RS15775,HdeD family acid-resistance protein,WP_023342602.1
BHE81_RS15780,acid-activated periplasmic chaperone HdeB,WP_002917655.1
BHE81_RS15785,MIP/aquaporin family protein,WP_110246557.1
BHE81_RS15790,diol dehydratase reactivase subunit alpha,WP_004174234.1
BHE81_RS15795,glycerol dehydratase small subunit DhaB3,WP_002917670.1
BHE81_RS15800,propanediol/glycerol family dehydratase medium subunit,WP_002917672.1
BHE81_RS15805,propanediol/glycerol family dehydratase large subunit,WP_023301485.1
BHE81_RS15810,GlcG/HbpS family heme-binding protein,WP_023283004.1
BHE81_RS15815,1%2C3-propanediol dehydrogenase,WP_023301484.1
BHE81_RS15820,glycerol dehydratase reactivase beta/small subunit family protein,WP_002917678.1
BHE81_RS15825,cob(I)yrinic acid a%2Cc-diamide adenosyltransferase,WP_004210508.1
BHE81_RS15830,dihydroxyacetone kinase operon transcriptional regulator DhaR,WP_002917680.1
BHE81_RS15835,glycerol dehydrogenase,WP_002917681.1
BHE81_RS15840,hypothetical protein,WP_032410174.1
BHE81_RS15845,dihydroxyacetone kinase subunit DhaK,WP_002917682.1
BHE81_RS15850,dihydroxyacetone kinase subunit DhaL,WP_004181378.1
BHE81_RS15855,dihydroxyacetone kinase phosphoryl donor subunit DhaM,WP_004185754.1
BHE81_RS15860,glycerone kinase,WP_004185760.1
BHE81_RS15865,siderophore-interacting protein,WP_004144829.1
BHE81_RS15870,PadR family transcriptional regulator,WP_002917718.1
BHE81_RS15875,putrescine aminotransferase,WP_004174227.1
BHE81_RS15880,(4S)-4-hydroxy-5-phosphonooxypentane-2%2C3-dione isomerase,WP_002917723.1
BHE81_RS15885,3-hydroxy-5-phosphonooxypentane-2%2C4-dione thiolase,WP_002917724.1
BHE81_RS15890,autoinducer 2 ABC transporter substrate-binding protein LsrB,WP_023342601.1
